qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,stitle,staxids,sscinames,sphylums
contig_688,KAF7685601.1,38.2,309,180,3,925,17,1,298,1.3799999999999998e-31,141,KAF7685601.1 hypothetical protein CDIK_3650 [Cucumispora dikerogammari],658444,Cucumispora dikerogammari,Microsporidia
contig_689,XP_052970703.1,47.9,282,142,4,27645,26800,111,387,4.65e-75,270,XP_052970703.1 ribosomal protein L3-domain-containing protein [Polychytrium aggregatum],110093,Polychytrium aggregatum,Chytridiomycota
contig_69,MCB1712129.1,28.9,982,636,19,10953,13798,56,1001,5.21e-90,333,MCB1712129.1 reverse transcriptase family protein [Candidatus Riesia sp.],2725488,Candidatus Riesia sp.,Proteobacteria
contig_690,QUB02984.1,23.7,1893,1105,79,14441,19598,531,2239,1.76e-6,69.7,QUB02984.1 RNA polymerase beta'' subunit [Ulva sp.],3117;2812607,Ulva prolifera0Ulva sp.,Chlorophyta
contig_691,RXJ95886.1,30.2,252,150,7,7253,6546,42,281,3.64e-4,60.5,RXJ95886.1 hypothetical protein CRU94_04545 [Arcobacter sp. CECT 9299],2044506,Arcobacter sp. CECT 9299,Proteobacteria
contig_692,XP_046549186.1,35.9,454,275,9,5516,4196,15,463,6.83e-65,243,XP_046549186.1 tigger transposable element-derived protein 6-like [Haliotis rubra],36100,Haliotis rubra,Mollusca
contig_694,CAD2084664.1,20,3190,1879,90,70330,78972,1350,4162,9.649999999999999e-82,321,"CAD2084664.1 dynein heavy chain, putative [Plasmodium vinckei brucechwatti]",119398,Plasmodium vinckei brucechwatti,Apicomplexa
contig_697,YP_010530156.1,25.2,1565,838,66,15958,11811,739,2135,2e-14,96.3,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_698,KMZ83323.1,28,429,237,16,695,1895,3,379,9.87e-5,60.1,KMZ83323.1 hypothetical protein PVBG_06257 [Plasmodium vivax Brazil I],1033975,Plasmodium vivax Brazil I,Apicomplexa
contig_699,KAI6652546.1,59.6,213,76,3,19249,19887,70,272,8.7e-63,234,KAI6652546.1 Replication factor C subunit 2 [Oopsacas minuta],111878,Oopsacas minuta,Porifera
contig_70,UXY87537.1,27.1,623,326,27,1704,44,19,569,2.9e-4,59.3,UXY87537.1 hypothetical protein CcurKRNrm1_p007 [Cryptomonas curvata],233186,Cryptomonas curvata,0
contig_700,YP_003795227.1,28.3,509,279,17,4923,3531,96,556,1.19e-5,65.9,YP_003795227.1 hypothetical protein PROLAC_050 [Proteromonas lacertae],42746,Proteromonas lacertae,0
contig_701,CAG9565519.1,32.3,316,201,3,11476,12382,35,344,2.68e-28,132,CAG9565519.1 unnamed protein product [Danaus chrysippus],151541,Danaus chrysippus,Arthropoda
contig_703,XP_045094975.1,38.3,779,243,12,138253,140487,419,989,2.0199999999999998e-126,442,XP_045094975.1 Protein CBG12802 [Caenorhabditis briggsae],6238,Caenorhabditis briggsae,Nematoda
contig_704,XP_043794406.1,37.2,293,107,10,64184,65039,153,373,6.24e-17,104,XP_043794406.1 LOW QUALITY PROTEIN: polyubiquitin-like [Apis laboriosa],183418,Apis laboriosa,Arthropoda
contig_705,AJW77405.1,34.6,797,464,18,140417,142750,111,869,6.19e-127,440,AJW77405.1 piwi-like protein 1 [Alitta virens],880429,Alitta virens,Annelida
contig_706,CAF4012165.1,25.5,557,356,17,2830,1282,1051,1586,1.27e-34,160,CAF4012165.1 unnamed protein product [Rotaria sp. Silwood1],2762511,Rotaria sp. Silwood1,Rotifera
contig_707,XP_043925694.1,28.1,459,299,9,3028,4341,152,600,3.86e-37,168,XP_043925694.1 dynein axonemal heavy chain 10 [Protopterus annectens],7888,Protopterus annectens,Chordata
contig_708,XP_041434030.1,31.4,433,256,14,2354,3586,126,539,2.9899999999999997e-38,168,XP_041434030.1 uncharacterized protein LOC108702978 [Xenopus laevis],8355,Xenopus laevis,Chordata
contig_709,XP_029635052.1,42,295,166,2,272,1148,2,291,2.5699999999999998e-61,224,XP_029635052.1 uncharacterized protein LOC115210589 [Octopus sinensis],2607531,Octopus sinensis,Mollusca
contig_71,KAG4072924.1,26.8,354,226,9,1518,507,234,570,1.3e-19,111,KAG4072924.1 hypothetical protein HA402_006604 [Bradysia odoriphaga],1564500,Bradysia odoriphaga,Arthropoda
contig_710,TID28609.1,33.3,234,130,6,27106,27768,10,230,1.4699999999999999e-24,120,TID28609.1 hypothetical protein CANINC_002365 [[Candida] inconspicua],52247,[Candida] inconspicua,Ascomycota
contig_711,YP_004841734.1,26.7,865,445,40,3182,5481,187,949,2.14e-8,74.3,YP_004841734.1 Ymf77 [Ichthyophthirius multifiliis],5932,Ichthyophthirius multifiliis,Ciliophora
contig_712,CAH3187911.1,43.5,168,66,4,7784,7281,209,347,3.48e-28,138,CAH3187911.1 unnamed protein product [Porites evermanni],104178,Porites evermanni,Cnidaria
contig_713,QJQ35672.1,33.7,199,109,4,1976,2536,31,218,2.87e-18,99.8,QJQ35672.1 cytochrome c oxidase subunit II [Acrobeloides varius],2020968,Acrobeloides varius,Nematoda
contig_714,KAG0433983.1,31.8,425,270,8,2250,3485,47,454,1.33e-34,154,KAG0433983.1 CGG triplet repeat-binding protein 1 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_715,KAG0442155.1,33.3,535,303,14,1052,2583,4,507,9.43e-71,262,KAG0442155.1 Tigger transposable element-derived protein 6 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_716,KAI4893983.1,28.2,936,542,15,1569,4347,76,888,2.17e-95,345,KAI4893983.1 hypothetical protein NFI96_015493 [Prochilodus magdalenae],148989,Prochilodus magdalenae,Chordata
contig_719,CAJ0557695.1,38.7,243,132,5,36523,37248,136,362,2e-34,156,"CAJ0557695.1 unnamed protein product, partial [Mesorhabditis spiculigera]",96644,Mesorhabditis spiculigera,Nematoda
contig_72,XP_030006278.1,35.1,339,183,7,2511,1605,1,334,3.51e-39,166,XP_030006278.1 tigger transposable element-derived protein 6-like [Sphaeramia orbicularis],375764,Sphaeramia orbicularis,Chordata
contig_720,XP_029635052.1,49.4,269,133,1,83965,83161,4,269,2.9e-80,282,XP_029635052.1 uncharacterized protein LOC115210589 [Octopus sinensis],2607531,Octopus sinensis,Mollusca
contig_722,TBU20858.1,27.8,472,315,8,38051,36694,162,621,5.05e-28,139,TBU20858.1 reverse transcriptase [Hamiltosporidium tvaerminnensis],1176355,Hamiltosporidium tvaerminnensis,Microsporidia
contig_723,MCF6333350.1,35.4,536,304,15,38909,40438,78,597,2.45e-73,274,MCF6333350.1 molecular chaperone DnaK [Draconibacterium sp.],1965318,Draconibacterium sp.,Bacteroidetes
contig_724,WGH25189.1,28.5,277,144,11,3158,3958,2,230,5.1e-4,58.5,WGH25189.1 MAG: SufD family Fe-S cluster assembly protein [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_725,XP_033755738.1,35.8,452,270,6,4463,3156,5,452,5.56e-81,290,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_726,XP_019007885.1,27.1,690,317,15,28272,26365,152,709,1.37e-52,216,XP_019007885.1 ribosome biogenesis ATPase [Kwoniella pini CBS 10737],1296096,Kwoniella pini CBS 10737,Basidiomycota
contig_727,TBU03337.1,28.4,1050,674,26,37450,40484,109,1113,3.88e-97,360,"TBU03337.1 reverse transcriptase, partial [Hamiltosporidium magnivora]",148818,Hamiltosporidium magnivora,Microsporidia
contig_728,XP_018412798.1,81.9,547,0,5,9196,7564,162,609,1.0399999999999998e-252,790,XP_018412798.1 PREDICTED: polyubiquitin-C isoform X1 [Nanorana parkeri],7054;39320;62324;65483;74358;75329;121845;125878;171585,Photinus pyralis0Heterobilharzia americana0Anopheles funestus0Podarcis raffonei0Podarcis lilfordi0Misgurnus anguillicaudatus0Diaphorina citri0Nanorana parkeri0Nymphalis io,Platyhelminthes0Arthropoda0Chordata
contig_729,APC25135.1,25.3,1002,562,42,4541,1804,64,959,9.23e-6,66.6,APC25135.1 ribosomal protein S4 [Blastocystis sp. subtype 9],1544353,Blastocystis sp. subtype 9,0
contig_73,XP_033755738.1,34.9,482,295,7,1760,367,5,483,3.5900000000000003e-79,285,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_730,XP_029635052.1,52.9,255,118,1,2576,3340,18,270,3.9200000000000003e-85,295,XP_029635052.1 uncharacterized protein LOC115210589 [Octopus sinensis],2607531,Octopus sinensis,Mollusca
contig_731,XP_016072581.1,34.6,573,209,7,17581,19143,154,610,9.73e-93,339,"XP_016072581.1 PREDICTED: cysteine--tRNA ligase, cytoplasmic [Miniopterus natalensis]",291302,Miniopterus natalensis,Chordata
contig_733,QUB02984.1,26.5,1877,991,90,11987,6925,561,2217,6.5e-19,109,QUB02984.1 RNA polymerase beta'' subunit [Ulva sp.],3117;2812607,Ulva prolifera0Ulva sp.,Chlorophyta
contig_734,VDK66912.1,62.6,321,118,1,31003,31965,222,540,1.32e-129,449,VDK66912.1 unnamed protein product [Onchocerca ochengi],42157,Onchocerca ochengi,Nematoda
contig_735,MBS9776345.1,38.2,398,198,3,14546,15737,134,483,4.2699999999999996e-72,265,MBS9776345.1 class II fumarate hydratase [Fusobacterium sp.],68766,Fusobacterium sp.,Fusobacteria
contig_737,XP_046549186.1,36.9,458,268,11,24703,26028,15,463,3.9800000000000005e-64,241,XP_046549186.1 tigger transposable element-derived protein 6-like [Haliotis rubra],36100,Haliotis rubra,Mollusca
contig_738,YP_010530156.1,26.1,1117,625,48,4737,1687,583,1581,1.73e-9,80.1,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_739,CAI6376720.1,37.9,390,220,7,22070,20926,27,399,5.1100000000000006e-58,222,CAI6376720.1 unnamed protein product [Macrosiphum euphorbiae],13131,Macrosiphum euphorbiae,Arthropoda
contig_740,KAG0434560.1,43.1,225,122,1,2150,2808,1,219,1.08e-39,160,KAG0434560.1 hypothetical protein DMUE_5137 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_742,KAF8787257.1,26.3,589,311,9,4733,3063,264,761,7.09e-46,199,KAF8787257.1 Microtubule-associated serine/threonine-protein like [Argiope bruennichi],94029,Argiope bruennichi,Arthropoda
contig_744,QHD45061.1,26.3,792,426,36,12601,10444,1144,1843,2.22e-5,65.1,QHD45061.1 DNA-directed RNA polymerase subunit beta [Ulva pertusa],3120,Ulva pertusa,Chlorophyta
contig_745,SCN23507.1,29.9,324,190,12,1421,492,975,1271,2.27e-7,71.6,"SCN23507.1 conserved Plasmodium protein, unknown function [Plasmodium berghei]",5821,Plasmodium berghei,Apicomplexa
contig_746,WP_020915747.1,25.3,340,172,12,4925,4007,35,323,8.05e-4,58.5,WP_020915747.1 hypothetical protein [Candidatus Carsonella ruddii],114186;667013,Candidatus Carsonella ruddii0Candidatus Carsonella ruddii DC,Proteobacteria
contig_747,KAI3632303.1,37,486,219,12,10099,11504,9,419,8.14e-44,181,KAI3632303.1 hypothetical protein MIR68_009409 [Amoeboaphelidium protococcarum],1243177,Amoeboaphelidium protococcarum,0
contig_75,YP_010530156.1,25.4,713,410,29,2517,540,1101,1740,1.66e-5,62.8,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_750,XP_037652620.1,37.1,224,121,3,25494,24877,5,226,8.859999999999999e-32,150,XP_037652620.1 ribosomal protein S6 kinase alpha-1 isoform X4 [Sebastes umbrosus],72105,Sebastes umbrosus,Chordata
contig_751,XP_040577742.1,31.8,308,179,9,9600,8752,92,393,2.14e-36,158,XP_040577742.1 lysine-specific demethylase 8-like [Lepeophtheirus salmonis],72036,Lepeophtheirus salmonis,Arthropoda
contig_752,QUB02984.1,25.3,2060,1135,88,6598,1045,530,2379,2.21e-15,97.1,QUB02984.1 RNA polymerase beta'' subunit [Ulva sp.],3117;2812607,Ulva prolifera0Ulva sp.,Chlorophyta
contig_754,MDH3004983.1,26.2,512,259,21,6224,4836,8,445,3.98e-7,69.7,MDH3004983.1 phenylalanine--tRNA ligase beta subunit-related protein [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_755,UCS09691.1,24.7,518,300,19,6974,8452,839,1287,5.53e-6,67.4,UCS09691.1 RNA polymerase beta' subunit [Oedocladium prescottii],337949,Oedocladium prescottii,Chlorophyta
contig_756,XP_055862984.1,28.1,1144,596,30,15948,12618,859,1804,1.0099999999999999e-89,345,XP_055862984.1 DNA replication ATP-dependent helicase/nuclease DNA2-like [Biomphalaria glabrata],6526,Biomphalaria glabrata,Mollusca
contig_758,XP_025198997.1,26.6,958,538,27,57454,54780,41,896,1.32e-72,280,XP_025198997.1 eukaryotic translation initiation factor 2-alpha kinase [Melanaphis sacchari],742174,Melanaphis sacchari,Arthropoda
contig_759,KAF7685601.1,33.6,318,192,4,60,951,13,325,1.9800000000000003e-27,129,KAF7685601.1 hypothetical protein CDIK_3650 [Cucumispora dikerogammari],658444,Cucumispora dikerogammari,Microsporidia
contig_760,MBN8828623.1,34.2,193,111,4,28371,27793,10,186,4.59e-18,98.6,MBN8828623.1 nucleotide exchange factor GrpE [Sphingobacteriia bacterium],2035813,Sphingobacteriia bacterium,Bacteroidetes
contig_761,XP_041347231.1,39,356,200,6,9278,10308,30,375,8.39e-47,191,XP_041347231.1 tigger transposable element-derived protein 4-like [Gigantopelta aegis],1735272,Gigantopelta aegis,Mollusca
contig_762,XP_054627333.1,45.2,208,111,1,12302,11681,103,307,4e-46,186,XP_054627333.1 G2/mitotic-specific cyclin-B2 [Dunckerocampus dactyliophorus],161453,Dunckerocampus dactyliophorus,Chordata
contig_763,MBY8989327.1,23,2473,1403,92,61,6669,708,2922,2.39e-8,73.9,MBY8989327.1 hypothetical protein [Candidatus Lokiarchaeota archaeon],2053489,Candidatus Lokiarchaeota archaeon,Candidatus Lokiarchaeota
contig_764,KFD51487.1,57.7,260,82,4,5368,4589,37,268,2.69e-87,304,KFD51487.1 hypothetical protein M513_07700 [Trichuris suis],68888,Trichuris suis,Nematoda
contig_765,QUB02984.1,25.3,1395,771,61,291,4075,518,1763,6.09e-9,75.1,QUB02984.1 RNA polymerase beta'' subunit [Ulva sp.],3117;2812607,Ulva prolifera0Ulva sp.,Chlorophyta
contig_77,CAF0801582.1,41.5,340,171,7,1878,2834,3,331,1.2800000000000001e-58,219,CAF0801582.1 unnamed protein product [Brachionus calyciflorus],104777,Brachionus calyciflorus,Rotifera
contig_79,EGT47075.1,62.7,233,87,0,10482,9784,28,260,3.14e-84,298,EGT47075.1 hypothetical protein CAEBREN_01745 [Caenorhabditis brenneri],135651,Caenorhabditis brenneri,Nematoda
contig_81,CAH8454001.1,43.7,103,57,1,567,259,20,121,5.55e-14,91.3,CAH8454001.1 unnamed protein product [Heterobilharzia americana],39320,Heterobilharzia americana,Platyhelminthes
contig_86,MBP3846892.1,26.6,293,191,9,940,66,40,308,7.26e-5,57.8,MBP3846892.1 hypothetical protein [bacterium],1869227,bacterium,0
contig_87,WP_003457811.1,30.1,239,134,8,737,101,13,242,9.78e-5,55.8,WP_003457811.1 hypothetical protein [Clostridium perfringens],1502;451751;451754,Clostridium perfringens0Clostridium perfringens B0Clostridium perfringens B str. ATCC 3626,Firmicutes
contig_88,XP_046549186.1,37,411,244,10,78429,77231,15,418,1.9e-57,224,XP_046549186.1 tigger transposable element-derived protein 6-like [Haliotis rubra],36100,Haliotis rubra,Mollusca
contig_89,WP_253185250.1,100,177,0,0,2431,1901,1,177,1.92e-113,360,"WP_253185250.1 DUF1398 domain-containing protein, partial [Xanthomonas oryzae]",347,Xanthomonas oryzae,Proteobacteria
contig_9,XP_033755738.1,36.1,385,235,4,15161,16290,5,385,8.58e-59,227,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_90,PBC32588.1,31.1,794,258,11,4372,2176,162,725,6.8899999999999993e-95,356,PBC32588.1 Splicing factor 3B subunit [Apis cerana cerana],94128,Apis cerana cerana,Arthropoda
contig_91,WP_195170293.1,78.5,562,118,1,5752,4074,220,779,2.9799999999999994e-286,856,WP_195170293.1 ATP-dependent Clp protease ATP-binding subunit [Phototrophicus methaneseepsis],2710758,Phototrophicus methaneseepsis,Chloroflexi
contig_92,KAF7685601.1,36.7,330,198,3,4229,5196,5,325,2.92e-41,170,KAF7685601.1 hypothetical protein CDIK_3650 [Cucumispora dikerogammari],658444,Cucumispora dikerogammari,Microsporidia
contig_93,YP_010530156.1,25,1475,800,68,5871,1885,880,2178,5.42e-6,67,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_95,YP_010530066.1,25.4,972,488,45,4433,1898,1089,1939,9.05e-5,62.4,YP_010530066.1 RNA polymerase b''-subunit [Ulva tepida],1451047,Ulva tepida,Chlorophyta
contig_96,CAI4221048.1,38,287,163,7,14591,15427,9,284,2.26e-38,160,CAI4221048.1 unnamed protein product [Auanema sp. JU1783],2878363,Auanema sp. JU1783,Nematoda
contig_97,CAI4221048.1,38.7,287,161,7,50035,50871,9,284,1.87e-38,161,CAI4221048.1 unnamed protein product [Auanema sp. JU1783],2878363,Auanema sp. JU1783,Nematoda
contig_98,KAI6178438.1,47.6,271,132,3,30128,29331,58,323,1.5299999999999998e-61,231,KAI6178438.1 Ribos-L4-asso-C domain-containing protein [Aphelenchoides besseyi],269767,Aphelenchoides besseyi,Nematoda
contig_99,QUB02984.1,27.2,960,457,48,11410,13915,515,1348,1e-8,76.3,QUB02984.1 RNA polymerase beta'' subunit [Ulva sp.],3117;2812607,Ulva prolifera0Ulva sp.,Chlorophyta
